timestamp,X,CS,U
120.0,"[51.29297587765996, 4.261838523366706, -150.91673751160198, 1.2503094234949175, 0.04659909329045345, -0.030977091581896207]","[-121.32019278205011, 1.2511774973902325]","[0.8342088525836068, 0.4933279334066399, 0.49792166106851915, 0.946666661863644, 0.9500000048030203, 0.9999999951801949, 0.049999995179784554]"
125.0,"[51.29292720792223, 4.261790408451558, -151.13646525927555, 1.3004331588320361, 0.036284183044951304, -0.0462859011207252]","[-120.49396783547476, 1.3009392539734925]","[0.8392299472993678, 0.4938807556474212, 0.4984476111226354, 0.519999995196977, 0.45000000480302016, 0.9999999951824232, 0.5499999951797847]"
130.0,"[51.29287646219067, 4.261740935344446, -151.2957706252337, 1.3487552814566737, 0.04279223382515736, -0.003563033804761654]","[-120.50097927677157, 1.3494339496740912]","[0.8428926922641796, 0.4942840232623296, 0.4982104996755123, 0.9999999952008957, -4.7991009579005455e-09, 0.9999999951834, 1.0000000048165973]"
135.0,"[51.29282400255821, 4.261689394692659, -151.18687533697744, 1.3949967148451479, 0.049256153656311044, 0.04899686866265453]","[-120.79648767115644, 1.3958660405288785]","[0.8464162928303914, 0.49467197105335586, 0.49793487239063144, 0.9999999952017995, -4.798196839850277e-09, 0.9999999951840972, 1.0000000048158997]"
140.0,"[51.29277002677919, 4.2616355629417795, -150.8567054970778, 1.4392501182043276, 0.0540771141813168, 0.0841275242813089]","[-121.24437697604431, 1.4402656827923626]","[0.8498697212593331, 0.4950521929380242, 0.4977322404021895, 0.9999999952016301, -4.79836575235331e-09, 0.9999999951848305, 1.0000000048151658]"
145.0,"[51.29271470047598, 4.261579297677754, -150.3809943111448, 1.4816172994202887, 0.0577439202840226, 0.1063393468145925]","[-121.78758733079245, 1.4827421159025722]","[0.8530898531864773, 0.49540672894457005, 0.49758633925404006, 0.991765799842925, 0.049999995201634215, 0.999999995184391, 1.000000004815605]"
150.0,"[51.29265822281544, 4.261520361964881, -149.84115821530864, 1.5221299231634284, 0.06776221389293095, 0.10464106962987253]","[-122.61390391257567, 1.523637496460748]","[0.8555731293427502, 0.49568013700834856, 0.497205121054129, 0.999999995202931, 0.5499999952016343, 0.9999999951861218, 0.950000004815605]"
155.0,"[51.29260080028582, 4.261458507028045, -149.3891333952833, 1.5606782633069871, 0.07507308913514082, 0.06629370562217807]","[-123.32712547651995, 1.5624828351925042]","[0.8575217767814757, 0.4958946825150418, 0.4968596049837348, 0.9999999952042202, 1.0000000047957736, 0.9999999951865551, 0.45000000481560487]"
160.0,"[51.29254220692759, 4.261394594443684, -149.18011816443095, 1.597241370206447, 0.06793814975232386, 0.011207990745609537]","[-123.29899166911521, 1.598685580997945]","[0.859660456604884, 0.49613015114362263, 0.49710028332377204, 0.999999995203721, 1.0000000047962723, 0.9999999951869825, -4.813011655890875e-09]"
165.0,"[51.2924820541068, 4.261329845154703, -149.23264851920786, 1.6320027821134555, 0.0559955342793167, -0.03400569695421817]","[-122.79075490027037, 1.6329631290036175]","[0.8617333874537683, 0.496358381017965, 0.4976123545787276, 0.9999999952040973, 1.000000004795895, 0.9999999951873977, -4.8125956394632195e-09]"
170.0,"[51.292420234049935, 4.261264743825675, -149.47788150283304, 1.6650507043934049, 0.04567803617442243, -0.06519333764563559]","[-122.16110732066981, 1.6656771389407148]","[0.8634130452067535, 0.4965433114380723, 0.49805246573458756, 0.9999999952044797, 1.000000004795512, 0.9999999951877996, -4.812193262918438e-09]"
175.0,"[51.292356729409214, 4.261199565214944, -149.85461606753236, 1.6963749325685944, 0.03670836797811335, -0.0861192806892264]","[-121.45789041482122, 1.696772057798784]","[0.8647889056304086, 0.4966947937147066, 0.49843359949635396, 0.9999999952047501, 1.0000000047952406, 0.9999999951881265, -4.81186535061795e-09]"
180.0,"[51.29229155430094, 4.261134523059672, -150.3181918431821, 1.7259941476487202, 0.02886604542524444, -0.09958497563778071]","[-120.7152912354338, 1.726235512986604]","[0.865916377186702, 0.49681892834021085, 0.49876584870202906, 0.9999999952049572, 1.0000000047950326, 0.9999999951883952, -4.811595962931189e-09]"
185.0,"[51.29222474530432, 4.261069782441202, -150.83624495606765, 1.753943486281023, 0.022026135341309518, -0.1073361140592003]","[-119.95741363733957, 1.754081783642286]","[0.866832253833033, 0.4969197663440002, 0.4990571701257035, 0.9466666618716238, 1.0000000046674185, 0.9999999951874482, 0.049999995188404006]"
190.0,"[51.292156396928696, 4.261005351971766, -151.35798981809114, 1.7802601407146224, 0.02165176339485202, -0.09771623515116554]","[-119.37275581707264, 1.7803918016760676]","[0.8673359319801316, 0.49697522126203164, 0.4991191187090602, 0.8678942309395392, 0.9500000046674185, 0.9999999951886055, 0.5499999951884041]"
195.0,"[51.29208680132768, 4.260940680199985, -151.79652682221013, 1.8049156116755, 0.030422776099955095, -0.07171722463788131]","[-119.17804745403474, 1.8051719891953708]","[0.8672677154484731, 0.4969677105151313, 0.4987699879488548, 0.9999999952073731, 0.4500000046674183, 0.9999999951887499, 1.0000000048112387]"
200.0,"[51.29201618160336, 4.260875394296951, -152.07579832264037, 1.8278616842428195, 0.035500451203331715, -0.03612455563348266]","[-119.05116446856468, 1.8282063939169004]","[0.8673524022635085, 0.49697703442084756, 0.49852700436527797, 0.9999999952053162, -4.794669661301043e-09, 0.9999999951888731, 1.0000000048111146]"
205.0,"[51.29194460960888, 4.260809541719813, -152.18502573093187, 1.8492680730135538, 0.037336029982181405, -0.006180707928001428]","[-118.97246096303591, 1.84964493484617]","[0.8677030242379289, 0.4970156378193122, 0.4984473209107643, 0.9999999952047821, -4.795202647654508e-09, 0.9999999951889137, 1.000000004811073]"
210.0,"[51.291872218713344, 4.2607429665564975, -152.16445408052698, 1.869318545991968, 0.0386132507212149, 0.015373023958089838]","[-119.01011764297152, 1.8697173073811946]","[0.8681066348816424, 0.4970600752739088, 0.49839173352525723, 0.9999999952042756, -4.795708195638936e-09, 0.9999999951890042, 1.0000000048109816]"
215.0,"[51.291799131581044, 4.260675518710208, -152.05086417025635, 1.8881205980757818, 0.0394599441151253, 0.030716730803557187]","[-119.13078138904952, 1.8885328909149601]","[0.8685057308194541, 0.49710401566861323, 0.4983546425967003, 0.9999999952037535, -4.796229286745708e-09, 0.9999999951891038, 1.0000000048108812]"
220.0,"[51.29172544850697, 4.260607097394008, -151.87144950678731, 1.9057563121533192, 0.039973814216402156, 0.0414766060802024]","[-119.30981049880099, 1.9061754974648129]","[0.8688553997552688, 0.4971425141636671, 0.4983317514542554, 0.9999999952032038, -4.796777816221517e-09, 0.9999999951892008, 1.000000004810783]"
225.0,"[51.29165125299526, 4.260537639460771, -151.64625365121418, 1.922288196109723, 0.0402298518684203, 0.04886505070440562]","[-119.52907448698987, 1.9227091173352582]","[0.8691227342409964, 0.4971719476517475, 0.4983197621569388, 0.9999999952068658, -4.793114952558345e-09, 0.9999999951891105, 1.0000000048108726]"
230.0,"[51.29157661587948, 4.260467110255108, -151.38999100993883, 1.9377643688076092, 0.04028589406498057, 0.05378535456300122]","[-119.77530290222052, 1.9381830930747916]","[0.8692850844775818, 0.49718982239162307, 0.49831613951281706, 0.9999999952092261, -4.7907535081849676e-09, 0.9999999951889653, 1.000000004811017]"
235.0,"[51.291501598378325, 4.26039549650148, -151.11340697846427, 1.9522228073901018, 0.04018679214363226, 0.05690990447018392]","[-120.03884738193953, 1.9526363890793612]","[0.8693280462595241, 0.4971945524810942, 0.49831892944896544, 0.9999999952094284, -4.7905501787681715e-09, 0.9999999951889756, 1.0000000048110056]"
240.0,"[51.29142625436785, 4.260322800808283, -150.82429393174016, 1.965694653328073, 0.03996753795061671, 0.05873861571367779]","[-120.31275431700016, 1.9661009318477032]","[0.8692435776706745, 0.49718525250541196, 0.49832662014110085, 0.9999999952078267, -4.792150803163103e-09, 0.9999999951891376, 1.0000000048108428]"
245.0,"[51.29135063207251, 4.260249037439505, -150.52825007624136, 1.9782066897275385, 0.03965561038151233, 0.059642592874674376]","[-120.59207073943253, 1.9786041227889717]","[0.8690283940237656, 0.4971615608202907, 0.49833803638365864, 0.999999995207709, -4.792267535183978e-09, 0.9999999951891283, 1.0000000048108513]"
250.0,"[51.291274775323615, 4.260174229072778, -150.22924615303117, 1.989783137360627, 0.03927273899752722, 0.059896758724756416]","[-120.87332518872525, 1.9901706664889491]","[0.8686826704633773, 0.49712349670862827, 0.4983522595331015, 0.9999999952077164, -4.792259208511293e-09, 0.9999999951890818, 1.0000000048108968]"
255.0,"[51.291198724494876, 4.260098404320863, -149.93004853271603, 2.00044691420303, 0.038836231869580795, 0.059704242687165954]","[-121.15413977839648, 2.000823857677195]","[0.8682090280665468, 0.4970713487502837, 0.4983685669646577, 0.9999999952076944, -4.792280223447116e-09, 0.9999999951890103, 1.0000000048109674]"
260.0,"[51.291122517196165, 4.260021595841773, -149.6325349634267, 2.01022048514055, 0.03835997757670684, 0.05921461275379669]","[-121.43294059014283, 2.0105864534404865]","[0.8676117598568163, 0.4970055896062993, 0.49838638632792964, 0.9999999952076432, -4.7923306592930925e-09, 0.9999999951889145, 1.0000000048110627]"
265.0,"[51.29104618878684, 4.259943838901747, -149.33793006591145, 2.0191264060252743, 0.03785520340108389, 0.058537506567926334]","[-121.70874172835211, 2.0194812353505736]","[0.8668962502515947, 0.4969268121001105, 0.4984052609780333, 0.9999999952075627, -4.792410357445931e-09, 0.999999995188795, 1.0000000048111812]"
270.0,"[51.29096977275437, 4.259865170285997, -149.04698082583386, 2.0271876445581127, 0.03733105092307235, 0.05775282326769493]","[-121.98098453324396, 2.027531344668213]","[0.8660685457615682, 0.4968356819515905, 0.49842482382285863, 0.9999999952074535, -4.7925187627941216e-09, 0.999999995188653, 1.0000000048113227]"
275.0,"[51.290893300992906, 4.259785627476351, -148.76008722265553, 2.0344277416102217, 0.0367950146717093, 0.056918343642472946]","[-122.2494180796896, 2.0347604549277927]","[0.86513504152587, 0.49673290326460084, 0.4984447774987461, 0.9999999952073165, -4.792654844416283e-09, 0.9999999951884899, 1.0000000048114852]"
280.0,"[51.29081680400765, 4.259705248033648, -148.47739931696557, 2.040870861106378, 0.03622166712460179, 0.05588521074535663]","[-122.5140105618497, 2.041192269454883]","[0.8641022552490203, 0.4966191936374685, 0.4984648793022388, 0.9999999952039131, 0.0499999952073452, 0.9999999951885008, 0.9500000048114852]"
285.0,"[51.29074029074364, 4.259624119270451, -148.21837145616925, 2.046544778395787, 0.03372462676778626, 0.04394830337209535]","[-122.71357053492603, 2.046822630427387]","[0.86307142777141, 0.49650569970516634, 0.498555626294405, 0.9999999952036785, 0.5499999952073453, 0.9999999951883022, 0.450000004811485]"
290.0,"[51.290663683142995, 4.259542532742306, -148.05096541024977, 2.0515068859074637, 0.028572941656279993, 0.018812105742805098]","[-122.75296826541829, 2.051705855116818]","[0.862133971568889, 0.49640248598118897, 0.49876255459709906, 0.9999999952034473, 1.0000000047965225, 0.9999999951881037, -4.811869791510048e-09]"
295.0,"[51.2905868593629, 4.259460869750524, -148.01409827667962, 2.055834526295509, 0.022981496787673687, -0.005244383969622588]","[-122.64277466122046, 2.055962973573036]","[0.8612316031379648, 0.4963031354132693, 0.4990011067120036, 0.9999999952032376, 1.0000000047967317, 0.9999999951879234, -4.812049885544972e-09]"
300.0,"[51.29050974077187, 4.259379396052826, -148.08248161993131, 2.0595821050931264, 0.018003450712741002, -0.022961586513909834]","[-122.44225914750189, 2.0596607904840547]","[0.8603258460671753, 0.4962034117334485, 0.4992138189554214, 0.9999999952030374, 1.0000000047969315, 0.9999999951877494, -4.8122233182417474e-09]"
305.0,"[51.290432280698255, 4.259298297983717, -148.22822820021622, 2.062790176553458, 0.013538742025861384, -0.03594735987376276]","[-122.17706510957268, 2.062834605590349]","[0.8594415871841675, 0.49610605498394295, 0.49940495152229464, 0.9999999952028393, 1.0000000047971291, 0.9999999951875748, -4.812397543954969e-09]"
310.0,"[51.290354451381006, 4.259217714824359, -148.43053795448566, 2.0655037938020304, 0.00950849676984092, -0.045407533538293986]","[-121.86619877215192, 2.0655256797535593]","[0.8585925137677076, 0.4960125721365081, 0.49957783182048543, 0.9999999952026479, 1.0000000047973203, 0.9999999951874045, -4.812567725284315e-09]"
315.0,"[51.290276238706184, 4.259137750234864, -148.6739244672946, 2.067768828645643, 0.005850039850400617, -0.05224583688848422]","[-121.5237001220674, 2.0677771039657116]","[0.8577858013858362, 0.49592375322330573, 0.4997350870389789, 0.9999999952024655, 1.0000000047975024, 0.9999999951872406, -4.8127312452755134e-09]"
320.0,"[51.29019763823301, 4.25905848088319, -148.94688246842173, 2.069629969474971, 0.0025131241680051777, -0.0571390681860823]","[-121.15989708253431, 2.0696314953010484]","[0.8570247856706718, 0.4958399654992883, 0.49987881380516247, 0.9999999952022937, 1.000000004797674, 0.999999995187085, -4.812886755800605e-09]"
325.0,"[51.29011865222528, 4.258979962980692, -149.24088703443422, 2.071129666300536, -0.0005429235210024383, -0.06059362002359148]","[-120.78234664283107, 2.071129737461205]","[0.856310499221687, 0.4957613226552697, 0.5000107036603567, 0.9999999952021329, 1.0000000047978346, 0.9999999951869382, -4.813033463843145e-09]"
330.0,"[51.29003928745625, 4.258902237243905, -149.5496421955323, 2.072307611747046, -0.0033216305356131596, -0.06280904114432322]","[-120.39654077950647, 2.0723102738089585]","[0.8556425616365125, 0.4956877828103504, 0.5001321367496403, 0.999999995205437, 0.9500000047978346, 0.9999999951865919, 0.049999995186966587]"
335.0,"[51.28995957195968, 4.25882528431325, -149.85011050131908, 2.0731978058136207, -0.004059459129755236, -0.05390117993580306]","[-120.06384922509527, 2.0732017801552356]","[0.8549343831949671, 0.4956098124528587, 0.500176709469319, 0.9999999952052979, 0.4500000047978345, 0.9999999951864631, 0.5499999951869667]"
340.0,"[51.289879611615426, 4.258748873707231, -150.07398874113582, 2.0738062532818997, -0.0020467489567338494, -0.0316805569867692]","[-119.87858979912087, 2.073807263303994]","[0.8541349841811882, 0.49552179872740565, 0.5001004047473959, 0.9999999952051483, -4.794818906996211e-09, 0.9999999951863268, 1.0000000048136448]"
345.0,"[51.28979954852007, 4.258672670796784, -150.18049865467546, 2.0741278374752428, 0.0006124340060530985, -0.009796122226625974]","[-119.835463784652, 2.0741279278928624]","[0.8533497914892727, 0.49543534911444514, 0.49998425910245337, 0.9999999952049766, -4.794990595056805e-09, 0.9999999951861731, 1.0000000048137982]"
350.0,"[51.2897194839862, 4.25859644357849, -150.19070703996277, 2.074188658924283, 0.002892546233773732, 0.006551035828299091]","[-119.88076287312163, 2.0741906758140223]","[0.8526340699504409, 0.49535654826301273, 0.4998845526828812, 0.9999999952048061, -4.795161172894374e-09, 0.9999999951860222, 1.000000004813949]"
355.0,"[51.28963949016756, 4.258520033267834, -150.12901278019112, 2.074027388447942, 0.004869309319520645, 0.018748739153502444]","[-119.99154543305465, 2.0740331044140636]","[0.8519628559754818, 0.49528264768643715, 0.4997980133763353, 0.9999999952046495, -4.7953177936424905e-09, 0.9999999951858849, 1.0000000048140862]"
360.0,"[51.28955962189074, 4.258443323973749, -150.01369571867767, 2.0736724272700893, 0.00660084817130051, 0.027838600188838956]","[-120.15065792082852, 2.073682933048542]","[0.8513145337131187, 0.49521126748309674, 0.4997221166792617, 0.9999999952045012, -4.795466008416278e-09, 0.9999999951857562, 1.000000004814215]"
365.0,"[51.289479921198364, 4.258366232113575, -149.8584432227099, 2.073143699554481, 0.008131993968497923, 0.0346023573168235]","[-120.34529004148514, 2.073159648538516]","[0.8506714334967349, 0.4951404622254993, 0.49965490679449404, 0.9999999952043569, -4.795610258107835e-09, 0.9999999951856323, 1.0000000048143391]"
370.0,"[51.289400420688196, 4.258288698379025, -149.67349598655068, 2.0724544668907665, 0.009497527488362132, 0.03962670839597488]","[-120.56589007739966, 2.0724762291432643]","[0.8500196530649846, 0.49506870127680214, 0.49959486082909654, 0.9999999952042131, -4.795754349196102e-09, 0.9999999951855094, 1.0000000048144622]"
375.0,"[51.289321145980274, 4.258210681660323, -149.46650794498123, 2.071612943369567, 0.010724621655557062, 0.04335198159739264]","[-120.80535069911878, 2.071640703559856]","[0.8493485589408439, 0.4949948138927768, 0.4995407856528177, 0.9999999952040662, -4.795901136540287e-09, 0.9999999951853847, 1.0000000048145867]"
380.0,"[51.289242117546614, 4.258132154463041, -149.24319159001195, 2.0706236378416545, 0.011834680160493919, 0.04610866479148329]","[-121.05839786869345, 2.070657458210582]","[0.8486502069854202, 0.4949179254249004, 0.49949173959783616, 0.9999999952039147, -4.796052999189726e-09, 0.9999999951852564, 1.0000000048147153]"
385.0,"[51.28916335207153, 4.2580530994572605, -149.00780223481965, 2.069488423204001, 0.012844721275137918, 0.04814481841026824]","[-121.32113221173707, 2.069528284571153]","[0.8479187928250491, 0.494837396812476, 0.4994469730607009, 0.999999995203756, -4.7962116817806034e-09, 0.9999999951851231, 1.0000000048148487]"
390.0,"[51.28908486346394, 4.257973506882622, -148.7635014231388, 2.068207363530511, 0.013768419531040578, 0.04964664526144628]","[-121.59068483918684, 2.068253192415815]","[0.8471501758405345, 0.4947527721739271, 0.499405883472264, 0.9999999952035896, -4.796378294535941e-09, 0.9999999951849834, 1.0000000048149884]"
395.0,"[51.28900666361094, 4.257893372598752, -148.51262965467677, 2.0667793394993055, 0.014616890203214876, 0.05075392493902142]","[-121.86495907227047, 2.066831026392917]","[0.8463414870593745, 0.49466373563579236, 0.49936798117211817, 0.9999999952034144, -4.796553630472188e-09, 0.9999999951848367, 1.0000000048151352]"
400.0,"[51.2889287629384, 4.257812696621435, -148.25691106669163, 2.06520251210713, 0.015399280547372399, 0.05157159490670362]","[-122.14243664123713, 2.0652599240422442]","[0.8454908159913702, 0.4945700768533735, 0.4993328635459361, 0.9999999952032296, -4.796738641209077e-09, 0.9999999951846823, 1.0000000048152897]"
405.0,"[51.288851170827336, 4.257731482023999, -147.99760705892606, 2.0634746599862157, 0.0162052928836105, 0.052009307298000476]","[-122.42203227275489, 2.0635382923325345]","[0.8445969655171116, 0.4944716640239939, 0.4993001954154437, 0.9466666618698962, 0.04999999520326133, 0.9999999951805885, 1.000000004819384]"
410.0,"[51.28877392513006, 4.2576496626612865, -147.7484690150383, 2.0615881528284214, 0.020063192164125308, 0.04615154532140473]","[-122.77363312013895, 2.061685777115979]","[0.8434876427599786, 0.4943495276927226, 0.4991427180508452, 0.7603797708421994, 0.5499999952032615, 0.9999999951845338, 0.9500000048193841]"
415.0,"[51.288697053756174, 4.257567201024144, -147.54937163264546, 2.0594960807987563, 0.022697786846230424, 0.029455965290005288]","[-123.06340774842799, 2.059621153599165]","[0.8423731962999407, 0.49422682724276285, 0.4990116580863957, 0.9999999951994523, 1.0000000048005167, 0.999999995184319, 0.4500000048193839]"
420.0,"[51.2886204167131, 4.257484464161829, -147.4543242697987, 2.0572215081566667, 0.01990670171172714, 0.005826218061329705]","[-123.11041530041437, 2.0573178194910553]","[0.841577611374492, 0.4941392334720573, 0.4991055882287773, 0.9999999951992364, 1.0000000048007325, 0.9999999951841032, -4.815869766464484e-09]"
425.0,"[51.28854379720817, 4.257401987495277, -147.4736128682159, 2.054870605892266, 0.014990902414941342, -0.014576875572777261]","[-122.96370622551909, 2.0549252867477357]","[0.8410278515982268, 0.49407870504455437, 0.4993227239549835, 0.999999995199085, 1.0000000048008844, 0.999999995183949, -4.816024166766552e-09]"
430.0,"[51.28846709408182, 4.257320016124585, -147.5825934668517, 2.0525170884207276, 0.010576506962521522, -0.029779482899079054]","[-122.73855493262242, 2.052544338317355]","[0.8405459873399814, 0.4940256518870216, 0.49951785676698374, 0.9999999951989832, 1.0000000048009865, 0.9999999951838423, -4.816131065383494e-09]"
435.0,"[51.288390248918084, 4.257238690735472, -147.7583496988213, 2.0501818993442544, 0.0065842281823198295, -0.04108445964553756]","[-122.45632569561012, 2.0501924720522147]","[0.8401384152023499, 0.49398077826884956, 0.49969444782134986, 0.9999999951988952, 1.0000000048010749, 0.9999999951837489, -4.816224720625785e-09]"
440.0,"[51.28831322009947, 4.2571581129538725, -147.98371038646994, 2.0478861941205646, 0.002951658218506391, -0.049469896242340744]","[-122.13294886606057, 2.0478883212606713]","[0.8398055244207554, 0.4939441270479513, 0.49985521036872727, 0.9999999951988218, 1.0000000048011484, 0.9999999951836699, -4.816304101572046e-09]"
445.0,"[51.28823597834203, 4.257078355206857, -148.24581669337059, 2.0456496359661416, -0.00037072398037359984, -0.05566977384738162]","[-121.78028249008396, 2.04564966955847]","[0.8395445452739398, 0.4939153932807299, 0.5000022930460618, 0.9999999951987633, 1.000000004801207, 0.999999995183605, -4.816368891015698e-09]"
450.0,"[51.28815850334527, 4.256999468102508, -148.53504524423892, 2.0434896204986597, -0.003422569872139529, -0.06023463687569675]","[-121.40713469545906, 2.0434924866684208]","[0.8393510883684802, 0.493894093697335, 0.5001374152592908, 0.999999995198719, 1.0000000048012516, 0.9999999951835544, -4.816419881973186e-09]"
455.0,"[51.288080781299726, 4.256921485969585, -148.8441989944531, 2.0414209894391586, -0.006235944502388681, -0.06357722425884413]","[-121.02003119158728, 2.0414305139109166]","[0.8392199825486018, 0.49387965895557967, 0.5002619681987571, 0.9999999951986882, 1.000000004801283, 0.9999999951835167, -4.816457708857668e-09]"
460.0,"[51.28800280304772, 4.25684443102455, -149.16789945723775, 2.0394559988747383, -0.008837056801732083, -0.06600678261069334]","[-120.62379123122163, 2.039475144471997]","[0.8391457254202359, 0.493871483243688, 0.5003770907174148, 0.9999999951986693, 1.0000000048013018, 0.999999995183491, -4.816483481892168e-09]"
465.0,"[51.28792456273622, 4.256768316510576, -149.5021303349302, 2.0376044142962737, -0.011104231969268082, -0.06756852250090407]","[-120.22195964203793, 2.0376346711634272]","[0.839122721913784, 0.4938689505460988, 0.5004837265972577, 0.99999999520714, 1.0000000047928315, 0.949999995183491, 0.049999995183516485]"
470.0,"[51.287846109241244, 4.2566930113047405, -149.83097835338393, 2.035865015773894, -0.007942018530924574, -0.06234571542807463]","[-119.96217789680561, 2.0358805068349133]","[0.8388665206449817, 0.4938407428343728, 0.5003722363968386, 0.9999999952015016, 0.9500000047928313, 0.918192853610661, 0.5499999951835166]"
475.0,"[51.287767584295615, 4.256618138258678, -150.11007966986003, 2.0341614456511703, -0.0011130606442399916, -0.04534347873331028]","[-119.86187922426083, 2.0341617501756484]","[0.8384109403709301, 0.49379058352560745, 0.5000808983170963, 0.9999999952014379, 0.45000000479283114, 0.999999995183263, 1.0000000048167121]"
480.0,"[51.287689080256534, 4.256543449835859, -150.28445880023952, 2.032441915508373, 0.0034139324046313963, -0.021740483649167617]","[-119.81635197491342, 2.032444782730839]","[0.8380850593646684, 0.4937547040667122, 0.49986155797938353, 0.9999999952013299, -4.798641880679863e-09, 0.9999999951831764, 1.000000004816799]"
485.0,"[51.28761061686919, 4.256468891653064, -150.34460449102622, 2.0307479964816655, 0.005858752407960171, -0.0012497567564248259]","[-119.81580065467674, 2.0307564477785305]","[0.8379474136321206, 0.49373954928257147, 0.4997523087189605, 0.99999999520125, -4.798721896039281e-09, 0.9999999951831146, 1.000000004816861]"
490.0,"[51.287532255815755, 4.256394291452443, -150.31443864605902, 2.02912978004059, 0.007960221630980095, 0.01411459154668035]","[-119.89839126355223, 2.0291453938483532]","[0.8378610444104616, 0.4937300400336113, 0.4996585034925264, 0.9999999952012119, -4.7987601987336305e-09, 0.999999995183089, 1.0000000048168867]"
495.0,"[51.28745405193797, 4.256319492051352, -150.2165727068702, 2.0275965990758213, 0.009786498714846872, 0.025627832058360642]","[-120.0428029029723, 2.02762021693929]","[0.837802014282611, 0.49372354081425296, 0.4995770714221263, 0.9999999952011854, -4.7987869233878655e-09, 0.999999995183073, 1.0000000048169027]"
500.0,"[51.287376045328145, 4.256244376619333, -150.06799335641304, 2.026062238197907, 0.011389720711619271, 0.034248156387236044]","[-120.23304588993743, 2.0260942521979084]","[0.8348846945005828, 0.4934023442703985, 0.4995034528488176, 0.9999999952011743, -4.798798025618112e-09, 0.9999999951830617, 1.000000004816914]"
505.0,"[51.287298283636694, 4.256168876282789, -149.88143071380782, 2.0236750857191987, 0.012812335503078181, 0.040713500452061825]","[-120.45736181785192, 2.0237156441806863]","[0.8289953126148457, 0.4927539240698064, 0.49943477173170175, 0.9999999952005434, -4.799429187407611e-09, 0.9999999951825009, 1.000000004817475]"
510.0,"[51.28722083862545, 4.256092975807705, -149.66629410651305, 2.0197176599171267, 0.014092026550960047, 0.04560549302630731]","[-120.70731203888971, 2.019766820945781]","[0.8231319332304753, 0.4921083667405653, 0.49937150003380215, 0.9999999951992546, -4.8007183942441355e-09, 0.9999999951813692, 1.000000004818607]"
515.0,"[51.28714378713816, 4.256016687666525, -149.4293974844461, 2.014324252441528, 0.01526081257725893, 0.04936784821907893]","[-120.97682409671224, 2.014382060676335]","[0.8172897660678184, 0.49146514487354404, 0.4993123144561093, 0.9999999951979665, -4.802007045969147e-09, 0.9999999951802425, 1.0000000048197342]"
520.0,"[51.28706719666193, 4.255940032136495, -149.17560617218797, 2.007617579065147, 0.01634408979991891, 0.052330442843969795]","[-121.26162829818729, 2.0076841068860385]","[0.8114676044672299, 0.490824125615615, 0.4992561534406818, 0.9999999951966796, -4.803294666772778e-09, 0.9999999951791199, 1.0000000048208577]"
525.0,"[51.28699112694955, 4.255863034237861, -148.9083375092274, 1.999710685366891, 0.017362183816983137, 0.05473822828161809]","[-121.55879262973738, 1.9997860562063672]","[0.8056661477812098, 0.4901853859653039, 0.499202156449474, 0.9999999951953946, -4.804580384336938e-09, 0.9999999951780006, 1.0000000048219775]"
530.0,"[51.28691563128501, 4.255785721475646, -148.62993427441813, 1.9907082139032954, 0.018331519482216646, 0.056772827791125954]","[-121.8663756702093, 1.9907926153943247]","[0.799887265181146, 0.4895491317180181, 0.49914961798118457, 0.9999999951941128, -4.805862929835314e-09, 0.9999999951768849, 1.0000000048230937]"
535.0,"[51.28684075748274, 4.255708122198925, -148.34194307686653, 1.9807073500141497, 0.019265504971156464, 0.05856866981694595]","[-122.18316782976777, 1.9808010415187762]","[0.7941334389827168, 0.48891563617625144, 0.49909795239427973, 0.9999999951928359, -4.807140637933369e-09, 0.9999999951757732, 1.0000000048242061]"
540.0,"[51.28676654868571, 4.255630264429846, -148.04532176123087, 1.9697985323710523, 0.020139128347841418, 0.060007969847322096]","[-122.50849867188396, 1.9699014804354462]","[0.7884073500803055, 0.4882851945059694, 0.49904666697133854, 0.999999995189708, 0.04999999519285933, 0.9999999951747583, 0.9500000048242062]"
545.0,"[51.28669302044492, 4.255552232378043, -147.76318091939046, 1.9580699228770508, 0.018752418047850335, 0.04860746466056546]","[-122.76841004985448, 1.9581597166876816]","[0.7828562638727334, 0.48767402064012094, 0.49908831501965983, 0.9999999951885644, 0.5499999951928595, 0.9999999951736485, 0.45000000482420605]"
550.0,"[51.286620083877175, 4.255474346402225, -147.57729931610103, 1.9456432293304198, 0.014083294679906978, 0.020712871352164555]","[-122.84205969315632, 1.9456941987445882]","[0.7776757215565234, 0.48710364365497394, 0.4992926910642859, 0.9999999951874549, 1.0000000048125244, 0.9999999951725722, -4.8274096624873715e-09]"
555.0,"[51.28654759363734, 4.255397036157107, -147.53967363845445, 1.93267545117574, 0.008658330724217497, -0.007177314776432549]","[-122.73445041786563, 1.9326948456153858]","[0.7728370730827322, 0.4865709091340607, 0.4995540213957113, 0.9999999951864197, 1.0000000048135604, 0.9999999951715676, -4.8284150487378144e-09]"
560.0,"[51.286475451329366, 4.255320597430486, -147.6258351273901, 1.9193013666201164, 0.003758721938387934, -0.028461694436453553]","[-122.51353361645106, 1.9193050471200395]","[0.7682686099277587, 0.48606792195657456, 0.49979308717656573, 0.9999999951854529, 1.000000004814528, 0.9999999951706291, -4.829354297416647e-09]"
